Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2015,2,Total Covered,Total all industries,9470124.0,139848054.67,968.0
U.S. TOTAL,2015,2,Federal Government,Total all industries,60934.0,2756873.33,1385.0
U.S. TOTAL,2015,2,State Government,Total all industries,68846.0,4572637.0,1058.0
U.S. TOTAL,2015,2,Local Government,Total all industries,168642.0,14202494.33,933.0
U.S. TOTAL,2015,2,Private,Total all industries,9171702.0,118316050.0,959.0
U.S. TOTAL,2015,2,Private,Goods-producing,1237382.0,20792974.67,1126.0
U.S. TOTAL,2015,2,Private,Natural resources and mining,137606.0,2066651.67,1051.0
U.S. TOTAL,2015,2,Private,Construction,759905.0,6433216.67,1045.0
U.S. TOTAL,2015,2,Private,Manufacturing,339871.0,12293106.33,1181.0
U.S. TOTAL,2015,2,Private,Service-providing,7934320.0,97523075.33,923.0
U.S. TOTAL,2015,2,Private,Trade transportation and utilities,1907003.0,26510466.33,821.0
U.S. TOTAL,2015,2,Private,Information,151283.0,2750019.0,1669.0
U.S. TOTAL,2015,2,Private,Financial activities,840398.0,7809566.33,1461.0
U.S. TOTAL,2015,2,Private,Professional and business services,1711443.0,19546523.0,1258.0
U.S. TOTAL,2015,2,Private,Education and health services,1517463.0,21026872.0,879.0
U.S. TOTAL,2015,2,Private,Leisure and hospitality,802512.0,15327618.67,403.0
U.S. TOTAL,2015,2,Private,Other services,819014.0,4330288.0,657.0
U.S. TOTAL,2015,2,Private,Unclassified,185204.0,221722.0,905.0
San Bernardino County California,2015,2,Total Covered,Total all industries,52743.0,682304.33,822.0
San Bernardino County California,2015,2,Federal Government,Total all industries,143.0,13393.33,1175.0
San Bernardino County California,2015,2,State Government,Total all industries,482.0,11742.33,1178.0
San Bernardino County California,2015,2,Local Government,Total all industries,910.0,92549.33,1044.0
San Bernardino County California,2015,2,Private,Total all industries,51208.0,564619.33,770.0
San Bernardino County California,2015,2,Private,Goods-producing,4965.0,87822.67,980.0
San Bernardino County California,2015,2,Private,Natural resources and mining,219.0,3118.67,872.0
San Bernardino County California,2015,2,Private,Construction,2898.0,31181.67,1020.0
San Bernardino County California,2015,2,Private,Manufacturing,1848.0,53522.33,963.0
San Bernardino County California,2015,2,Private,Service-providing,46243.0,476796.67,731.0
San Bernardino County California,2015,2,Private,Trade transportation and utilities,8340.0,178041.67,770.0
San Bernardino County California,2015,2,Private,Information,284.0,4889.33,1033.0
San Bernardino County California,2015,2,Private,Financial activities,2759.0,22035.67,1029.0
San Bernardino County California,2015,2,Private,Professional and business services,4378.0,81178.0,732.0
San Bernardino County California,2015,2,Private,Education and health services,23120.0,102411.67,871.0
San Bernardino County California,2015,2,Private,Leisure and hospitality,3337.0,66874.33,326.0
San Bernardino County California,2015,2,Private,Other services,2628.0,18972.33,626.0
San Bernardino County California,2015,2,Private,Unclassified,1397.0,2393.67,597.0
