Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1996,1,Total Covered,Total all industries,7183080.0,115052408.0,556.0
U.S. TOTAL,1996,1,Federal Government,Total all industries,51418.0,2895427.67,771.0
U.S. TOTAL,1996,1,State Government,Total all industries,61240.0,4178530.0,602.0
U.S. TOTAL,1996,1,Local Government,Total all industries,128424.0,11849081.33,538.0
U.S. TOTAL,1996,1,Private,Total all industries,6941998.0,96129369.0,549.0
U.S. TOTAL,1996,1,Private,Goods-producing,1241771.0,23522417.67,637.0
U.S. TOTAL,1996,1,Private,Natural resources and mining,131213.0,1539760.0,522.0
U.S. TOTAL,1996,1,Private,Construction,703070.0,4904432.0,552.0
U.S. TOTAL,1996,1,Private,Manufacturing,407488.0,17078225.67,672.0
U.S. TOTAL,1996,1,Private,Service-providing,5700227.0,72606951.33,521.0
U.S. TOTAL,1996,1,Private,Trade transportation and utilities,1803779.0,23225467.67,485.0
U.S. TOTAL,1996,1,Private,Information,119029.0,2895394.67,869.0
U.S. TOTAL,1996,1,Private,Financial activities,646819.0,6722280.33,833.0
U.S. TOTAL,1996,1,Private,Professional and business services,1029830.0,12807974.33,640.0
U.S. TOTAL,1996,1,Private,Education and health services,629571.0,12875058.0,502.0
U.S. TOTAL,1996,1,Private,Leisure and hospitality,593230.0,10227194.33,231.0
U.S. TOTAL,1996,1,Private,Other services,859006.0,3752105.33,355.0
San Bernardino County California,1996,1,Total Covered,Total all industries,32553.0,441412.33,491.0
San Bernardino County California,1996,1,Federal Government,Total all industries,146.0,12057.0,663.0
San Bernardino County California,1996,1,State Government,Total all industries,468.0,9304.33,628.0
San Bernardino County California,1996,1,Local Government,Total all industries,199.0,65447.33,599.0
San Bernardino County California,1996,1,Private,Total all industries,31740.0,354603.67,462.0
San Bernardino County California,1996,1,Private,Goods-producing,5773.0,79851.67,531.0
San Bernardino County California,1996,1,Private,Natural resources and mining,512.0,5338.33,429.0
San Bernardino County California,1996,1,Private,Construction,3094.0,20987.67,538.0
San Bernardino County California,1996,1,Private,Manufacturing,2167.0,53525.67,538.0
San Bernardino County California,1996,1,Private,Service-providing,25967.0,274752.0,442.0
San Bernardino County California,1996,1,Private,Trade transportation and utilities,7097.0,106137.0,464.0
San Bernardino County California,1996,1,Private,Information,310.0,6097.0,675.0
San Bernardino County California,1996,1,Private,Financial activities,2383.0,18096.67,543.0
San Bernardino County California,1996,1,Private,Professional and business services,3249.0,38256.67,484.0
San Bernardino County California,1996,1,Private,Education and health services,2741.0,49617.33,558.0
San Bernardino County California,1996,1,Private,Leisure and hospitality,2678.0,41281.0,179.0
San Bernardino County California,1996,1,Private,Other services,7480.0,15233.0,307.0
