Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2012,4,Total Covered,Total all industries,9173740.0,133627602.33,1000.0
U.S. TOTAL,2012,4,Federal Government,Total all industries,63772.0,2814459.0,1425.0
U.S. TOTAL,2012,4,State Government,Total all industries,65921.0,4565426.67,1003.0
U.S. TOTAL,2012,4,Local Government,Total all industries,164393.0,14096122.67,853.0
U.S. TOTAL,2012,4,Private,Total all industries,8879654.0,112151594.0,1008.0
U.S. TOTAL,2012,4,Private,Goods-producing,1215060.0,19668821.33,1170.0
U.S. TOTAL,2012,4,Private,Natural resources and mining,132048.0,1985173.0,1149.0
U.S. TOTAL,2012,4,Private,Construction,747746.0,5728968.67,1102.0
U.S. TOTAL,2012,4,Private,Manufacturing,335266.0,11954679.67,1207.0
U.S. TOTAL,2012,4,Private,Service-providing,7664594.0,92482772.67,974.0
U.S. TOTAL,2012,4,Private,Trade transportation and utilities,1891993.0,25860408.0,827.0
U.S. TOTAL,2012,4,Private,Information,143581.0,2688708.33,1621.0
U.S. TOTAL,2012,4,Private,Financial activities,815226.0,7574396.67,1630.0
U.S. TOTAL,2012,4,Private,Professional and business services,1615028.0,18241204.67,1370.0
U.S. TOTAL,2012,4,Private,Education and health services,939567.0,19660185.33,928.0
U.S. TOTAL,2012,4,Private,Leisure and hospitality,775262.0,13686488.0,417.0
U.S. TOTAL,2012,4,Private,Other services,1279184.0,4583856.33,604.0
U.S. TOTAL,2012,4,Private,Unclassified,204753.0,187525.33,1291.0
San Bernardino County California,2012,4,Total Covered,Total all industries,48312.0,626849.33,830.0
San Bernardino County California,2012,4,Federal Government,Total all industries,155.0,13742.0,1202.0
San Bernardino County California,2012,4,State Government,Total all industries,457.0,10090.33,1192.0
San Bernardino County California,2012,4,Local Government,Total all industries,870.0,86713.33,1008.0
San Bernardino County California,2012,4,Private,Total all industries,46830.0,516303.67,783.0
San Bernardino County California,2012,4,Private,Goods-producing,4725.0,77738.33,1013.0
San Bernardino County California,2012,4,Private,Natural resources and mining,225.0,3342.33,758.0
San Bernardino County California,2012,4,Private,Construction,2748.0,26819.33,1156.0
San Bernardino County California,2012,4,Private,Manufacturing,1752.0,47576.67,950.0
San Bernardino County California,2012,4,Private,Service-providing,42105.0,438565.33,742.0
San Bernardino County California,2012,4,Private,Trade transportation and utilities,7849.0,165465.0,749.0
San Bernardino County California,2012,4,Private,Information,276.0,4919.33,1044.0
San Bernardino County California,2012,4,Private,Financial activities,2521.0,22056.0,984.0
San Bernardino County California,2012,4,Private,Professional and business services,4219.0,75542.0,791.0
San Bernardino County California,2012,4,Private,Education and health services,3703.0,79832.33,1027.0
San Bernardino County California,2012,4,Private,Leisure and hospitality,3043.0,57349.0,319.0
San Bernardino County California,2012,4,Private,Other services,18464.0,31843.67,412.0
San Bernardino County California,2012,4,Private,Unclassified,2030.0,1558.0,873.0
