Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1994,3,Total Covered,Total all industries,6822449.0,112895148.67,517.0
U.S. TOTAL,1994,3,Federal Government,Total all industries,48781.0,3017404.33,773.0
U.S. TOTAL,1994,3,State Government,Total all industries,60789.0,4108259.0,590.0
U.S. TOTAL,1994,3,Local Government,Total all industries,121489.0,10192361.33,511.0
U.S. TOTAL,1994,3,Private,Total all industries,6591359.0,95576305.0,506.0
U.S. TOTAL,1994,3,Private,Goods-producing,1194268.0,24254036.67,593.0
U.S. TOTAL,1994,3,Private,Natural resources and mining,128128.0,1849753.67,458.0
U.S. TOTAL,1994,3,Private,Construction,670022.0,5283234.67,554.0
U.S. TOTAL,1994,3,Private,Manufacturing,396118.0,17121048.33,620.0
U.S. TOTAL,1994,3,Private,Service-providing,5397091.0,71322268.33,477.0
U.S. TOTAL,1994,3,Private,Trade transportation and utilities,1749245.0,22731878.33,467.0
U.S. TOTAL,1994,3,Private,Information,107596.0,2792065.33,725.0
U.S. TOTAL,1994,3,Private,Financial activities,612803.0,6799154.33,633.0
U.S. TOTAL,1994,3,Private,Professional and business services,944267.0,12358485.33,577.0
U.S. TOTAL,1994,3,Private,Education and health services,605050.0,12297369.67,508.0
U.S. TOTAL,1994,3,Private,Leisure and hospitality,569454.0,10567962.0,222.0
U.S. TOTAL,1994,3,Private,Other services,793739.0,3686734.0,347.0
San Bernardino County California,1994,3,Total Covered,Total all industries,28501.0,418099.67,491.0
San Bernardino County California,1994,3,Federal Government,Total all industries,146.0,12362.0,709.0
San Bernardino County California,1994,3,State Government,Total all industries,516.0,8964.0,715.0
San Bernardino County California,1994,3,Local Government,Total all industries,192.0,55871.0,581.0
San Bernardino County California,1994,3,Private,Total all industries,27647.0,340902.67,462.0
San Bernardino County California,1994,3,Private,Goods-producing,5077.0,74818.33,546.0
San Bernardino County California,1994,3,Private,Natural resources and mining,512.0,5771.33,385.0
San Bernardino County California,1994,3,Private,Construction,2689.0,20037.67,556.0
San Bernardino County California,1994,3,Private,Manufacturing,1876.0,49009.33,562.0
San Bernardino County California,1994,3,Private,Service-providing,22570.0,266084.33,438.0
San Bernardino County California,1994,3,Private,Trade transportation and utilities,6277.0,101702.67,470.0
San Bernardino County California,1994,3,Private,Information,274.0,7346.67,658.0
San Bernardino County California,1994,3,Private,Financial activities,2201.0,18623.67,522.0
San Bernardino County California,1994,3,Private,Professional and business services,2804.0,38013.33,436.0
San Bernardino County California,1994,3,Private,Education and health services,2475.0,47758.33,547.0
San Bernardino County California,1994,3,Private,Leisure and hospitality,2348.0,37155.33,186.0
San Bernardino County California,1994,3,Private,Other services,6140.0,15358.67,301.0
