Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1994,2,Total Covered,Total all industries,6768070.0,112822615.67,503.0
U.S. TOTAL,1994,2,Federal Government,Total all industries,48608.0,3042537.33,718.0
U.S. TOTAL,1994,2,State Government,Total all industries,60738.0,4168930.67,559.0
U.S. TOTAL,1994,2,Local Government,Total all industries,121035.0,11645646.33,529.0
U.S. TOTAL,1994,2,Private,Total all industries,6537658.0,93964692.67,491.0
U.S. TOTAL,1994,2,Private,Goods-producing,1183866.0,23647728.0,578.0
U.S. TOTAL,1994,2,Private,Natural resources and mining,127733.0,1782824.67,450.0
U.S. TOTAL,1994,2,Private,Construction,661895.0,4964884.67,529.0
U.S. TOTAL,1994,2,Private,Manufacturing,394238.0,16900018.67,606.0
U.S. TOTAL,1994,2,Private,Service-providing,5353792.0,70316964.67,462.0
U.S. TOTAL,1994,2,Private,Trade transportation and utilities,1741899.0,22407816.33,449.0
U.S. TOTAL,1994,2,Private,Information,106307.0,2755886.67,689.0
U.S. TOTAL,1994,2,Private,Financial activities,609342.0,6768825.33,624.0
U.S. TOTAL,1994,2,Private,Professional and business services,932611.0,12098578.67,565.0
U.S. TOTAL,1994,2,Private,Education and health services,600700.0,12271150.0,487.0
U.S. TOTAL,1994,2,Private,Leisure and hospitality,565355.0,10282900.33,213.0
U.S. TOTAL,1994,2,Private,Other services,783022.0,3646420.33,335.0
San Bernardino County California,1994,2,Total Covered,Total all industries,27875.0,419749.67,476.0
San Bernardino County California,1994,2,Federal Government,Total all industries,156.0,12212.0,648.0
San Bernardino County California,1994,2,State Government,Total all industries,515.0,9348.33,705.0
San Bernardino County California,1994,2,Local Government,Total all industries,193.0,63955.0,562.0
San Bernardino County California,1994,2,Private,Total all industries,27011.0,334234.33,447.0
San Bernardino County California,1994,2,Private,Goods-producing,4974.0,72681.0,529.0
San Bernardino County California,1994,2,Private,Natural resources and mining,509.0,6017.67,365.0
San Bernardino County California,1994,2,Private,Construction,2610.0,18831.67,556.0
San Bernardino County California,1994,2,Private,Manufacturing,1855.0,47831.67,538.0
San Bernardino County California,1994,2,Private,Service-providing,22037.0,261553.33,425.0
San Bernardino County California,1994,2,Private,Trade transportation and utilities,6211.0,99370.33,445.0
San Bernardino County California,1994,2,Private,Information,278.0,7566.33,578.0
San Bernardino County California,1994,2,Private,Financial activities,2173.0,18870.0,521.0
San Bernardino County California,1994,2,Private,Professional and business services,2754.0,36616.0,431.0
San Bernardino County California,1994,2,Private,Education and health services,2459.0,47196.67,546.0
San Bernardino County California,1994,2,Private,Leisure and hospitality,2315.0,37168.0,181.0
San Bernardino County California,1994,2,Private,Other services,5794.0,14646.0,298.0
