Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1993,2,Total Covered,Total all industries,6652661.0,109719931.33,494.0
U.S. TOTAL,1993,2,Federal Government,Total all industries,48124.0,3079489.33,692.0
U.S. TOTAL,1993,2,State Government,Total all industries,59384.0,4107259.67,546.0
U.S. TOTAL,1993,2,Local Government,Total all industries,118433.0,11452560.33,520.0
U.S. TOTAL,1993,2,Private,Total all industries,6426691.0,91079744.33,481.0
U.S. TOTAL,1993,2,Private,Goods-producing,1173274.0,23105406.33,565.0
U.S. TOTAL,1993,2,Private,Natural resources and mining,127914.0,1747537.33,446.0
U.S. TOTAL,1993,2,Private,Construction,650838.0,4638123.33,514.0
U.S. TOTAL,1993,2,Private,Manufacturing,394522.0,16719745.67,591.0
U.S. TOTAL,1993,2,Private,Service-providing,5253417.0,67974338.0,453.0
U.S. TOTAL,1993,2,Private,Trade transportation and utilities,1727796.0,21826495.0,440.0
U.S. TOTAL,1993,2,Private,Information,101791.0,2675078.0,685.0
U.S. TOTAL,1993,2,Private,Financial activities,593119.0,6617599.0,612.0
U.S. TOTAL,1993,2,Private,Professional and business services,895870.0,11448655.67,558.0
U.S. TOTAL,1993,2,Private,Education and health services,584512.0,11882336.33,477.0
U.S. TOTAL,1993,2,Private,Leisure and hospitality,552885.0,9900789.0,208.0
U.S. TOTAL,1993,2,Private,Other services,780024.0,3537690.67,326.0
San Bernardino County California,1993,2,Total Covered,Total all industries,30451.0,413425.67,465.0
San Bernardino County California,1993,2,Federal Government,Total all industries,153.0,11869.0,593.0
San Bernardino County California,1993,2,State Government,Total all industries,451.0,8022.33,718.0
San Bernardino County California,1993,2,Local Government,Total all industries,192.0,63714.0,546.0
San Bernardino County California,1993,2,Private,Total all industries,29655.0,329820.33,439.0
San Bernardino County California,1993,2,Private,Goods-producing,5455.0,71023.33,522.0
San Bernardino County California,1993,2,Private,Natural resources and mining,541.0,5709.0,376.0
San Bernardino County California,1993,2,Private,Construction,2999.0,18603.0,522.0
San Bernardino County California,1993,2,Private,Manufacturing,1915.0,46711.33,540.0
San Bernardino County California,1993,2,Private,Service-providing,24200.0,258797.0,417.0
San Bernardino County California,1993,2,Private,Trade transportation and utilities,6345.0,97651.0,431.0
San Bernardino County California,1993,2,Private,Information,271.0,8235.67,569.0
San Bernardino County California,1993,2,Private,Financial activities,2306.0,19100.33,511.0
San Bernardino County California,1993,2,Private,Professional and business services,2884.0,39241.67,433.0
San Bernardino County California,1993,2,Private,Education and health services,2444.0,44888.33,532.0
San Bernardino County California,1993,2,Private,Leisure and hospitality,2331.0,35691.67,181.0
San Bernardino County California,1993,2,Private,Other services,7483.0,13687.0,288.0
