Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1999,1,Total Covered,Total all industries,7739685.0,124064612.33,635.0
U.S. TOTAL,1999,1,Federal Government,Total all industries,47233.0,2756424.67,808.0
U.S. TOTAL,1999,1,State Government,Total all industries,69617.0,4272847.33,650.0
U.S. TOTAL,1999,1,Local Government,Total all industries,139594.0,12554918.0,574.0
U.S. TOTAL,1999,1,Private,Total all industries,7483241.0,104480422.33,637.0
U.S. TOTAL,1999,1,Private,Goods-producing,1305951.0,24755952.33,705.0
U.S. TOTAL,1999,1,Private,Natural resources and mining,132221.0,1596108.0,555.0
U.S. TOTAL,1999,1,Private,Construction,761717.0,5857071.67,620.0
U.S. TOTAL,1999,1,Private,Manufacturing,412013.0,17302772.67,748.0
U.S. TOTAL,1999,1,Private,Service-providing,6177290.0,79724470.0,615.0
U.S. TOTAL,1999,1,Private,Trade transportation and utilities,1867574.0,24714243.0,540.0
U.S. TOTAL,1999,1,Private,Information,136556.0,3284031.0,1085.0
U.S. TOTAL,1999,1,Private,Financial activities,697092.0,7405265.33,1050.0
U.S. TOTAL,1999,1,Private,Professional and business services,1190886.0,15326628.67,818.0
U.S. TOTAL,1999,1,Private,Education and health services,668120.0,13888400.0,529.0
U.S. TOTAL,1999,1,Private,Leisure and hospitality,625845.0,10940138.67,262.0
U.S. TOTAL,1999,1,Private,Other services,940192.0,4002993.67,385.0
San Bernardino County California,1999,1,Total Covered,Total all industries,34388.0,499812.33,524.0
San Bernardino County California,1999,1,Federal Government,Total all industries,122.0,10874.0,732.0
San Bernardino County California,1999,1,State Government,Total all industries,606.0,9457.0,729.0
San Bernardino County California,1999,1,Local Government,Total all industries,705.0,72344.67,649.0
San Bernardino County California,1999,1,Private,Total all industries,32955.0,407136.67,491.0
San Bernardino County California,1999,1,Private,Goods-producing,5575.0,97436.33,583.0
San Bernardino County California,1999,1,Private,Natural resources and mining,444.0,4806.33,535.0
San Bernardino County California,1999,1,Private,Construction,2907.0,27089.33,592.0
San Bernardino County California,1999,1,Private,Manufacturing,2224.0,65540.67,582.0
San Bernardino County California,1999,1,Private,Service-providing,27380.0,309700.33,462.0
San Bernardino County California,1999,1,Private,Trade transportation and utilities,7171.0,115949.67,508.0
San Bernardino County California,1999,1,Private,Information,360.0,7476.67,644.0
San Bernardino County California,1999,1,Private,Financial activities,2336.0,18877.0,619.0
San Bernardino County California,1999,1,Private,Professional and business services,3489.0,50968.0,445.0
San Bernardino County California,1999,1,Private,Education and health services,2864.0,55176.0,543.0
San Bernardino County California,1999,1,Private,Leisure and hospitality,2674.0,42497.67,217.0
San Bernardino County California,1999,1,Private,Other services,8483.0,18743.67,317.0
