Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2017,4,Total Covered,Total all industries,9942980.0,145775402.33,1109.0
U.S. TOTAL,2017,4,Federal Government,Total all industries,59637.0,2801327.0,1586.0
U.S. TOTAL,2017,4,State Government,Total all industries,69670.0,4665803.67,1131.0
U.S. TOTAL,2017,4,Local Government,Total all industries,169000.0,14448888.33,962.0
U.S. TOTAL,2017,4,Private,Total all industries,9644673.0,123859383.33,1115.0
U.S. TOTAL,2017,4,Private,Goods-producing,1280893.0,21436008.67,1297.0
U.S. TOTAL,2017,4,Private,Natural resources and mining,137752.0,1889994.67,1135.0
U.S. TOTAL,2017,4,Private,Construction,794270.0,7069231.33,1281.0
U.S. TOTAL,2017,4,Private,Manufacturing,348871.0,12476782.67,1331.0
U.S. TOTAL,2017,4,Private,Service-providing,8363780.0,102423374.67,1076.0
U.S. TOTAL,2017,4,Private,Trade transportation and utilities,1923173.0,27889999.67,912.0
U.S. TOTAL,2017,4,Private,Information,166118.0,2796747.67,2051.0
U.S. TOTAL,2017,4,Private,Financial activities,882180.0,8144624.33,1825.0
U.S. TOTAL,2017,4,Private,Professional and business services,1809666.0,20680241.0,1483.0
U.S. TOTAL,2017,4,Private,Education and health services,1670062.0,22437952.67,996.0
U.S. TOTAL,2017,4,Private,Leisure and hospitality,847702.0,15799339.0,481.0
U.S. TOTAL,2017,4,Private,Other services,848931.0,4450394.33,746.0
U.S. TOTAL,2017,4,Private,Unclassified,215948.0,224076.0,1330.0
San Bernardino County California,2017,4,Total Covered,Total all industries,59201.0,749901.67,907.0
San Bernardino County California,2017,4,Federal Government,Total all industries,146.0,13514.33,1419.0
San Bernardino County California,2017,4,State Government,Total all industries,501.0,12630.67,1235.0
San Bernardino County California,2017,4,Local Government,Total all industries,907.0,97926.67,1099.0
San Bernardino County California,2017,4,Private,Total all industries,57647.0,625830.0,859.0
San Bernardino County California,2017,4,Private,Goods-producing,5307.0,94082.67,1178.0
San Bernardino County California,2017,4,Private,Natural resources and mining,209.0,2766.67,846.0
San Bernardino County California,2017,4,Private,Construction,3186.0,35902.0,1271.0
San Bernardino County California,2017,4,Private,Manufacturing,1912.0,55414.0,1134.0
San Bernardino County California,2017,4,Private,Service-providing,52340.0,531747.33,803.0
San Bernardino County California,2017,4,Private,Trade transportation and utilities,9032.0,212188.67,821.0
San Bernardino County California,2017,4,Private,Information,322.0,4993.0,1115.0
San Bernardino County California,2017,4,Private,Financial activities,3025.0,22178.67,1117.0
San Bernardino County California,2017,4,Private,Professional and business services,4727.0,80644.67,900.0
San Bernardino County California,2017,4,Private,Education and health services,26903.0,114752.33,922.0
San Bernardino County California,2017,4,Private,Leisure and hospitality,3722.0,74607.0,376.0
San Bernardino County California,2017,4,Private,Other services,2676.0,19537.33,704.0
San Bernardino County California,2017,4,Private,Unclassified,1933.0,2845.67,787.0
