Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2018,1,Total Covered,Total all industries,9896099.0,143748904.67,1152.0
U.S. TOTAL,2018,1,Federal Government,Total all industries,59043.0,2776893.67,1556.0
U.S. TOTAL,2018,1,State Government,Total all industries,70036.0,4611417.0,1166.0
U.S. TOTAL,2018,1,Local Government,Total all industries,170374.0,14401186.67,973.0
U.S. TOTAL,2018,1,Private,Total all industries,9596646.0,121959407.33,1163.0
U.S. TOTAL,2018,1,Private,Goods-producing,1283991.0,21060752.67,1316.0
U.S. TOTAL,2018,1,Private,Natural resources and mining,137244.0,1770283.67,1276.0
U.S. TOTAL,2018,1,Private,Construction,797287.0,6799129.33,1164.0
U.S. TOTAL,2018,1,Private,Manufacturing,349460.0,12491339.67,1405.0
U.S. TOTAL,2018,1,Private,Service-providing,8312655.0,100898654.67,1131.0
U.S. TOTAL,2018,1,Private,Trade transportation and utilities,1919967.0,27045974.0,942.0
U.S. TOTAL,2018,1,Private,Information,169011.0,2808754.0,2372.0
U.S. TOTAL,2018,1,Private,Financial activities,884347.0,8096294.33,2390.0
U.S. TOTAL,2018,1,Private,Professional and business services,1815449.0,20402107.33,1529.0
U.S. TOTAL,2018,1,Private,Education and health services,1684554.0,22450101.0,941.0
U.S. TOTAL,2018,1,Private,Leisure and hospitality,851692.0,15562735.67,446.0
U.S. TOTAL,2018,1,Private,Other services,846396.0,4410935.67,732.0
U.S. TOTAL,2018,1,Private,Unclassified,141239.0,121752.67,1049.0
San Bernardino County California,2018,1,Total Covered,Total all industries,59151.0,742330.33,901.0
San Bernardino County California,2018,1,Federal Government,Total all industries,145.0,13362.33,1349.0
San Bernardino County California,2018,1,State Government,Total all industries,504.0,12582.67,1244.0
San Bernardino County California,2018,1,Local Government,Total all industries,906.0,97872.0,1138.0
San Bernardino County California,2018,1,Private,Total all industries,57596.0,618513.33,847.0
San Bernardino County California,2018,1,Private,Goods-producing,5477.0,94633.33,1097.0
San Bernardino County California,2018,1,Private,Natural resources and mining,220.0,2889.33,953.0
San Bernardino County California,2018,1,Private,Construction,3315.0,35764.67,1119.0
San Bernardino County California,2018,1,Private,Manufacturing,1942.0,55979.33,1090.0
San Bernardino County California,2018,1,Private,Service-providing,52119.0,523880.0,801.0
San Bernardino County California,2018,1,Private,Trade transportation and utilities,9367.0,205890.67,812.0
San Bernardino County California,2018,1,Private,Information,319.0,4890.0,1251.0
San Bernardino County California,2018,1,Private,Financial activities,3104.0,21715.67,1152.0
San Bernardino County California,2018,1,Private,Professional and business services,4838.0,79576.0,869.0
San Bernardino County California,2018,1,Private,Education and health services,27334.0,115880.67,950.0
San Bernardino County California,2018,1,Private,Leisure and hospitality,3892.0,75816.67,377.0
San Bernardino County California,2018,1,Private,Other services,2821.0,19643.33,685.0
San Bernardino County California,2018,1,Private,Unclassified,444.0,467.0,624.0
