Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2013,4,Total Covered,Total all industries,9295722.0,136022007.33,1000.0
U.S. TOTAL,2013,4,Federal Government,Total all industries,61679.0,2744224.67,1345.0
U.S. TOTAL,2013,4,State Government,Total all industries,65813.0,4560199.0,1031.0
U.S. TOTAL,2013,4,Local Government,Total all industries,165104.0,14128647.0,871.0
U.S. TOTAL,2013,4,Private,Total all industries,9003126.0,114588936.67,1006.0
U.S. TOTAL,2013,4,Private,Goods-producing,1217430.0,20053968.67,1184.0
U.S. TOTAL,2013,4,Private,Natural resources and mining,134594.0,2021653.67,1164.0
U.S. TOTAL,2013,4,Private,Construction,747079.0,5982996.67,1119.0
U.S. TOTAL,2013,4,Private,Manufacturing,335757.0,12049318.33,1220.0
U.S. TOTAL,2013,4,Private,Service-providing,7785696.0,94534968.0,968.0
U.S. TOTAL,2013,4,Private,Trade transportation and utilities,1904791.0,26312520.67,831.0
U.S. TOTAL,2013,4,Private,Information,146070.0,2720790.33,1753.0
U.S. TOTAL,2013,4,Private,Financial activities,824283.0,7662232.0,1587.0
U.S. TOTAL,2013,4,Private,Professional and business services,1648495.0,18853333.33,1331.0
U.S. TOTAL,2013,4,Private,Education and health services,1483216.0,20467256.0,914.0
U.S. TOTAL,2013,4,Private,Leisure and hospitality,785538.0,14158803.0,422.0
U.S. TOTAL,2013,4,Private,Other services,797624.0,4165361.33,662.0
U.S. TOTAL,2013,4,Private,Unclassified,195679.0,194671.33,1158.0
San Bernardino County California,2013,4,Total Covered,Total all industries,50288.0,648381.0,823.0
San Bernardino County California,2013,4,Federal Government,Total all industries,147.0,13492.33,1135.0
San Bernardino County California,2013,4,State Government,Total all industries,476.0,10866.0,1200.0
San Bernardino County California,2013,4,Local Government,Total all industries,872.0,86736.0,1027.0
San Bernardino County California,2013,4,Private,Total all industries,48793.0,537286.67,775.0
San Bernardino County California,2013,4,Private,Goods-producing,4706.0,78503.67,1007.0
San Bernardino County California,2013,4,Private,Natural resources and mining,213.0,3203.0,770.0
San Bernardino County California,2013,4,Private,Construction,2740.0,27582.33,1103.0
San Bernardino County California,2013,4,Private,Manufacturing,1753.0,47718.33,967.0
San Bernardino County California,2013,4,Private,Service-providing,44087.0,458783.0,736.0
San Bernardino County California,2013,4,Private,Trade transportation and utilities,8010.0,176805.67,756.0
San Bernardino County California,2013,4,Private,Information,271.0,4933.67,1058.0
San Bernardino County California,2013,4,Private,Financial activities,2595.0,21746.67,967.0
San Bernardino County California,2013,4,Private,Professional and business services,4273.0,77077.33,770.0
San Bernardino County California,2013,4,Private,Education and health services,21639.0,97269.33,893.0
San Bernardino County California,2013,4,Private,Leisure and hospitality,3122.0,61505.67,312.0
San Bernardino County California,2013,4,Private,Other services,2392.0,17538.0,620.0
San Bernardino County California,2013,4,Private,Unclassified,1785.0,1906.67,699.0
