Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2004,3,Total Covered,Total all industries,8389106.0,129342437.33,732.0
U.S. TOTAL,2004,3,Federal Government,Total all industries,51966.0,2752326.67,1154.0
U.S. TOTAL,2004,3,State Government,Total all industries,64372.0,4443920.67,796.0
U.S. TOTAL,2004,3,Local Government,Total all industries,155780.0,12450327.67,693.0
U.S. TOTAL,2004,3,Private,Total all industries,8116988.0,109695862.33,724.0
U.S. TOTAL,2004,3,Private,Goods-producing,1314470.0,23335528.67,839.0
U.S. TOTAL,2004,3,Private,Natural resources and mining,122766.0,1787694.33,653.0
U.S. TOTAL,2004,3,Private,Construction,821913.0,7215274.67,768.0
U.S. TOTAL,2004,3,Private,Manufacturing,369791.0,14332559.67,898.0
U.S. TOTAL,2004,3,Private,Service-providing,6802518.0,86360333.67,693.0
U.S. TOTAL,2004,3,Private,Trade transportation and utilities,1855798.0,25259373.67,648.0
U.S. TOTAL,2004,3,Private,Information,142709.0,3089236.67,1114.0
U.S. TOTAL,2004,3,Private,Financial activities,785103.0,7947931.67,1039.0
U.S. TOTAL,2004,3,Private,Professional and business services,1338196.0,16495984.67,860.0
U.S. TOTAL,2004,3,Private,Education and health services,747140.0,16027009.33,704.0
U.S. TOTAL,2004,3,Private,Leisure and hospitality,680113.0,12966316.0,314.0
U.S. TOTAL,2004,3,Private,Other services,1082017.0,4323191.67,477.0
U.S. TOTAL,2004,3,Private,Unclassified,171442.0,251290.0,632.0
San Bernardino County California,2004,3,Total Covered,Total all industries,41750.0,600102.67,654.0
San Bernardino County California,2004,3,Federal Government,Total all industries,148.0,10877.0,1026.0
San Bernardino County California,2004,3,State Government,Total all industries,457.0,10035.0,903.0
San Bernardino County California,2004,3,Local Government,Total all industries,843.0,77275.33,786.0
San Bernardino County California,2004,3,Private,Total all industries,40302.0,501915.33,621.0
San Bernardino County California,2004,3,Private,Goods-producing,5615.0,112648.67,732.0
San Bernardino County California,2004,3,Private,Natural resources and mining,351.0,4395.33,587.0
San Bernardino County California,2004,3,Private,Construction,3173.0,42768.67,743.0
San Bernardino County California,2004,3,Private,Manufacturing,2091.0,65484.67,735.0
San Bernardino County California,2004,3,Private,Service-providing,34687.0,389266.67,589.0
San Bernardino County California,2004,3,Private,Trade transportation and utilities,7163.0,142605.67,639.0
San Bernardino County California,2004,3,Private,Information,354.0,7111.33,780.0
San Bernardino County California,2004,3,Private,Financial activities,2635.0,25277.0,876.0
San Bernardino County California,2004,3,Private,Professional and business services,3716.0,73743.67,552.0
San Bernardino County California,2004,3,Private,Education and health services,3131.0,63294.33,717.0
San Bernardino County California,2004,3,Private,Leisure and hospitality,2737.0,51416.67,269.0
San Bernardino County California,2004,3,Private,Other services,14915.0,25726.0,410.0
San Bernardino County California,2004,3,Private,Unclassified,36.0,92.0,444.0
