Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2017,3,Total Covered,Total all industries,9871253.0,143804506.33,1021.0
U.S. TOTAL,2017,3,Federal Government,Total all industries,59739.0,2808480.67,1541.0
U.S. TOTAL,2017,3,State Government,Total all industries,69840.0,4586770.67,1148.0
U.S. TOTAL,2017,3,Local Government,Total all industries,169106.0,13037952.33,943.0
U.S. TOTAL,2017,3,Private,Total all industries,9572568.0,123371302.67,1012.0
U.S. TOTAL,2017,3,Private,Goods-producing,1274907.0,21640080.33,1175.0
U.S. TOTAL,2017,3,Private,Natural resources and mining,137395.0,2017745.33,1018.0
U.S. TOTAL,2017,3,Private,Construction,789821.0,7144716.33,1139.0
U.S. TOTAL,2017,3,Private,Manufacturing,347691.0,12477618.67,1220.0
U.S. TOTAL,2017,3,Private,Service-providing,8297661.0,101731222.33,978.0
U.S. TOTAL,2017,3,Private,Trade transportation and utilities,1920307.0,27187698.67,861.0
U.S. TOTAL,2017,3,Private,Information,164719.0,2801844.67,1978.0
U.S. TOTAL,2017,3,Private,Financial activities,873988.0,8150505.33,1517.0
U.S. TOTAL,2017,3,Private,Professional and business services,1793574.0,20483832.0,1308.0
U.S. TOTAL,2017,3,Private,Education and health services,1658750.0,22053635.33,941.0
U.S. TOTAL,2017,3,Private,Leisure and hospitality,843269.0,16384658.67,440.0
U.S. TOTAL,2017,3,Private,Other services,845362.0,4468591.33,713.0
U.S. TOTAL,2017,3,Private,Unclassified,197692.0,200456.33,970.0
San Bernardino County California,2017,3,Total Covered,Total all industries,58563.0,728063.0,864.0
San Bernardino County California,2017,3,Federal Government,Total all industries,146.0,13546.67,1352.0
San Bernardino County California,2017,3,State Government,Total all industries,502.0,12552.0,1164.0
San Bernardino County California,2017,3,Local Government,Total all industries,915.0,90530.67,1063.0
San Bernardino County California,2017,3,Private,Total all industries,57000.0,611433.67,817.0
San Bernardino County California,2017,3,Private,Goods-producing,5287.0,94041.0,1071.0
San Bernardino County California,2017,3,Private,Natural resources and mining,208.0,2612.33,823.0
San Bernardino County California,2017,3,Private,Construction,3167.0,35867.33,1152.0
San Bernardino County California,2017,3,Private,Manufacturing,1912.0,55561.33,1030.0
San Bernardino County California,2017,3,Private,Service-providing,51713.0,517392.67,771.0
San Bernardino County California,2017,3,Private,Trade transportation and utilities,8980.0,201904.33,785.0
San Bernardino County California,2017,3,Private,Information,334.0,5064.0,1019.0
San Bernardino County California,2017,3,Private,Financial activities,2992.0,22204.33,1025.0
San Bernardino County California,2017,3,Private,Professional and business services,4686.0,78902.67,843.0
San Bernardino County California,2017,3,Private,Education and health services,26771.0,113013.0,920.0
San Bernardino County California,2017,3,Private,Leisure and hospitality,3733.0,74542.67,367.0
San Bernardino County California,2017,3,Private,Other services,2672.0,19788.0,680.0
San Bernardino County California,2017,3,Private,Unclassified,1545.0,1973.67,667.0
