Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1996,3,Total Covered,Total all industries,7167054.0,117972210.0,539.0
U.S. TOTAL,1996,3,Federal Government,Total all industries,51633.0,2881989.67,775.0
U.S. TOTAL,1996,3,State Government,Total all industries,62505.0,4147276.67,611.0
U.S. TOTAL,1996,3,Local Government,Total all industries,128717.0,10534312.33,527.0
U.S. TOTAL,1996,3,Private,Total all industries,6924199.0,100408631.33,530.0
U.S. TOTAL,1996,3,Private,Goods-producing,1240821.0,24963283.67,619.0
U.S. TOTAL,1996,3,Private,Natural resources and mining,130084.0,1898711.67,468.0
U.S. TOTAL,1996,3,Private,Construction,706171.0,5750713.0,578.0
U.S. TOTAL,1996,3,Private,Manufacturing,404566.0,17313859.0,649.0
U.S. TOTAL,1996,3,Private,Service-providing,5683378.0,75445347.67,501.0
U.S. TOTAL,1996,3,Private,Trade transportation and utilities,1801008.0,23694671.0,481.0
U.S. TOTAL,1996,3,Private,Information,120202.0,2999787.67,775.0
U.S. TOTAL,1996,3,Private,Financial activities,647028.0,6915499.33,695.0
U.S. TOTAL,1996,3,Private,Professional and business services,1042672.0,13589696.67,611.0
U.S. TOTAL,1996,3,Private,Education and health services,630845.0,13024853.0,526.0
U.S. TOTAL,1996,3,Private,Leisure and hospitality,595205.0,11251444.0,236.0
U.S. TOTAL,1996,3,Private,Other services,827572.0,3860123.33,363.0
San Bernardino County California,1996,3,Total Covered,Total all industries,29094.0,440527.67,494.0
San Bernardino County California,1996,3,Federal Government,Total all industries,148.0,12286.0,686.0
San Bernardino County California,1996,3,State Government,Total all industries,483.0,9449.0,684.0
San Bernardino County California,1996,3,Local Government,Total all industries,198.0,58900.33,599.0
San Bernardino County California,1996,3,Private,Total all industries,28265.0,359892.33,465.0
San Bernardino County California,1996,3,Private,Goods-producing,5260.0,83627.67,545.0
San Bernardino County California,1996,3,Private,Natural resources and mining,470.0,5097.67,461.0
San Bernardino County California,1996,3,Private,Construction,2705.0,23140.0,556.0
San Bernardino County California,1996,3,Private,Manufacturing,2085.0,55390.0,548.0
San Bernardino County California,1996,3,Private,Service-providing,23005.0,276264.67,441.0
San Bernardino County California,1996,3,Private,Trade transportation and utilities,6729.0,107058.67,473.0
San Bernardino County California,1996,3,Private,Information,306.0,6131.33,624.0
San Bernardino County California,1996,3,Private,Financial activities,2180.0,18165.0,528.0
San Bernardino County California,1996,3,Private,Professional and business services,3027.0,39524.0,459.0
San Bernardino County California,1996,3,Private,Education and health services,2668.0,49254.0,552.0
San Bernardino County California,1996,3,Private,Leisure and hospitality,2527.0,40178.0,188.0
San Bernardino County California,1996,3,Private,Other services,5563.0,15942.67,303.0
