Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,2008,2,Total Covered,Total all industries,9059689.0,136120152.67,841.0
U.S. TOTAL,2008,2,Federal Government,Total all industries,63935.0,2758536.67,1330.0
U.S. TOTAL,2008,2,State Government,Total all industries,67627.0,4648611.0,905.0
U.S. TOTAL,2008,2,Local Government,Total all industries,160512.0,14572543.33,834.0
U.S. TOTAL,2008,2,Private,Total all industries,8767615.0,114140461.67,827.0
U.S. TOTAL,2008,2,Private,Goods-producing,1370988.0,22724511.33,965.0
U.S. TOTAL,2008,2,Private,Natural resources and mining,125575.0,1925133.67,902.0
U.S. TOTAL,2008,2,Private,Construction,885107.0,7279656.33,902.0
U.S. TOTAL,2008,2,Private,Manufacturing,360306.0,13519721.33,1008.0
U.S. TOTAL,2008,2,Private,Service-providing,7396627.0,91415950.33,793.0
U.S. TOTAL,2008,2,Private,Trade transportation and utilities,1920856.0,26120680.33,718.0
U.S. TOTAL,2008,2,Private,Information,145489.0,3019088.67,1283.0
U.S. TOTAL,2008,2,Private,Financial activities,863777.0,8018145.67,1207.0
U.S. TOTAL,2008,2,Private,Professional and business services,1515079.0,17873737.67,1045.0
U.S. TOTAL,2008,2,Private,Education and health services,843930.0,17927477.33,786.0
U.S. TOTAL,2008,2,Private,Leisure and hospitality,733799.0,13720430.67,351.0
U.S. TOTAL,2008,2,Private,Other services,1179817.0,4524238.0,543.0
U.S. TOTAL,2008,2,Private,Unclassified,193880.0,212152.0,807.0
San Bernardino County California,2008,2,Total Covered,Total all industries,47837.0,655487.67,740.0
San Bernardino County California,2008,2,Federal Government,Total all industries,155.0,12838.33,1093.0
San Bernardino County California,2008,2,State Government,Total all industries,493.0,11947.67,1100.0
San Bernardino County California,2008,2,Local Government,Total all industries,840.0,94589.33,934.0
San Bernardino County California,2008,2,Private,Total all industries,46349.0,536112.33,690.0
San Bernardino County California,2008,2,Private,Goods-producing,5776.0,99977.0,855.0
San Bernardino County California,2008,2,Private,Natural resources and mining,266.0,3453.67,669.0
San Bernardino County California,2008,2,Private,Construction,3543.0,37121.33,922.0
San Bernardino County California,2008,2,Private,Manufacturing,1967.0,59402.0,824.0
San Bernardino County California,2008,2,Private,Service-providing,40573.0,436135.33,652.0
San Bernardino County California,2008,2,Private,Trade transportation and utilities,7868.0,164572.33,683.0
San Bernardino County California,2008,2,Private,Information,334.0,7166.0,946.0
San Bernardino County California,2008,2,Private,Financial activities,3008.0,24749.33,852.0
San Bernardino County California,2008,2,Private,Professional and business services,4238.0,78345.33,680.0
San Bernardino County California,2008,2,Private,Education and health services,3401.0,71633.67,827.0
San Bernardino County California,2008,2,Private,Leisure and hospitality,2997.0,58113.67,297.0
San Bernardino County California,2008,2,Private,Other services,17252.0,29490.0,446.0
San Bernardino County California,2008,2,Private,Unclassified,1475.0,2065.0,498.0
