Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1997,4,Total Covered,Total all industries,7469809.0,123102611.33,630.0
U.S. TOTAL,1997,4,Federal Government,Total all industries,52414.0,2808494.33,870.0
U.S. TOTAL,1997,4,State Government,Total all industries,67352.0,4253276.0,637.0
U.S. TOTAL,1997,4,Local Government,Total all industries,130782.0,12295946.0,565.0
U.S. TOTAL,1997,4,Private,Total all industries,7219261.0,103744895.0,631.0
U.S. TOTAL,1997,4,Private,Goods-producing,1279658.0,25215523.0,739.0
U.S. TOTAL,1997,4,Private,Natural resources and mining,132177.0,1731835.67,592.0
U.S. TOTAL,1997,4,Private,Construction,737575.0,5877268.0,692.0
U.S. TOTAL,1997,4,Private,Manufacturing,409906.0,17606419.33,769.0
U.S. TOTAL,1997,4,Private,Service-providing,5939603.0,78529372.0,597.0
U.S. TOTAL,1997,4,Private,Trade transportation and utilities,1842879.0,24966626.33,549.0
U.S. TOTAL,1997,4,Private,Information,128835.0,3170464.67,920.0
U.S. TOTAL,1997,4,Private,Financial activities,672620.0,7133945.33,889.0
U.S. TOTAL,1997,4,Private,Professional and business services,1121427.0,14604581.67,759.0
U.S. TOTAL,1997,4,Private,Education and health services,650919.0,13631696.33,597.0
U.S. TOTAL,1997,4,Private,Leisure and hospitality,614177.0,10955507.67,271.0
U.S. TOTAL,1997,4,Private,Other services,878777.0,3940825.67,409.0
San Bernardino County California,1997,4,Total Covered,Total all industries,29366.0,466062.67,547.0
San Bernardino County California,1997,4,Federal Government,Total all industries,168.0,10898.67,827.0
San Bernardino County California,1997,4,State Government,Total all industries,491.0,10325.33,748.0
San Bernardino County California,1997,4,Local Government,Total all industries,201.0,70007.0,638.0
San Bernardino County California,1997,4,Private,Total all industries,28506.0,374831.67,516.0
San Bernardino County California,1997,4,Private,Goods-producing,5103.0,86219.0,632.0
San Bernardino County California,1997,4,Private,Natural resources and mining,449.0,5202.0,507.0
San Bernardino County California,1997,4,Private,Construction,2612.0,23125.0,641.0
San Bernardino County California,1997,4,Private,Manufacturing,2042.0,57892.0,640.0
San Bernardino County California,1997,4,Private,Service-providing,23403.0,288612.67,481.0
San Bernardino County California,1997,4,Private,Trade transportation and utilities,6641.0,114314.33,500.0
San Bernardino County California,1997,4,Private,Information,329.0,6624.33,700.0
San Bernardino County California,1997,4,Private,Financial activities,2132.0,18786.33,591.0
San Bernardino County California,1997,4,Private,Professional and business services,3071.0,40471.67,527.0
San Bernardino County California,1997,4,Private,Education and health services,2638.0,52548.33,589.0
San Bernardino County California,1997,4,Private,Leisure and hospitality,2455.0,40068.33,210.0
San Bernardino County California,1997,4,Private,Other services,6133.0,15784.33,338.0
