Area,Year,Qtr,Ownership,Industry,Establishment Count,Average employment (3mo.),Average Weekly Wage
U.S. TOTAL,1996,2,Total Covered,Total all industries,7134779.0,118191452.33,542.0
U.S. TOTAL,1996,2,Federal Government,Total all industries,51272.0,2899297.67,759.0
U.S. TOTAL,1996,2,State Government,Total all industries,61645.0,4204601.33,599.0
U.S. TOTAL,1996,2,Local Government,Total all industries,128563.0,11976514.67,565.0
U.S. TOTAL,1996,2,Private,Total all industries,6893299.0,99111038.67,530.0
U.S. TOTAL,1996,2,Private,Goods-producing,1236587.0,24510177.33,622.0
U.S. TOTAL,1996,2,Private,Natural resources and mining,129965.0,1811042.0,478.0
U.S. TOTAL,1996,2,Private,Construction,701630.0,5453800.33,564.0
U.S. TOTAL,1996,2,Private,Manufacturing,404992.0,17245335.0,656.0
U.S. TOTAL,1996,2,Private,Service-providing,5656712.0,74600861.33,500.0
U.S. TOTAL,1996,2,Private,Trade transportation and utilities,1797253.0,23502442.67,480.0
U.S. TOTAL,1996,2,Private,Information,118913.0,2952475.33,781.0
U.S. TOTAL,1996,2,Private,Financial activities,646140.0,6840979.0,707.0
U.S. TOTAL,1996,2,Private,Professional and business services,1033454.0,13302128.0,612.0
U.S. TOTAL,1996,2,Private,Education and health services,628583.0,13047656.0,518.0
U.S. TOTAL,1996,2,Private,Leisure and hospitality,593163.0,10997274.33,228.0
U.S. TOTAL,1996,2,Private,Other services,821194.0,3853793.33,360.0
San Bernardino County California,1996,2,Total Covered,Total all industries,29072.0,447657.0,491.0
San Bernardino County California,1996,2,Federal Government,Total all industries,147.0,12280.33,683.0
San Bernardino County California,1996,2,State Government,Total all industries,484.0,9541.0,691.0
San Bernardino County California,1996,2,Local Government,Total all industries,199.0,66356.33,574.0
San Bernardino County California,1996,2,Private,Total all industries,28242.0,359479.33,464.0
San Bernardino County California,1996,2,Private,Goods-producing,5287.0,82739.33,542.0
San Bernardino County California,1996,2,Private,Natural resources and mining,479.0,5271.67,443.0
San Bernardino County California,1996,2,Private,Construction,2719.0,21930.0,555.0
San Bernardino County California,1996,2,Private,Manufacturing,2089.0,55537.67,547.0
San Bernardino County California,1996,2,Private,Service-providing,22955.0,276740.0,441.0
San Bernardino County California,1996,2,Private,Trade transportation and utilities,6771.0,107373.0,471.0
San Bernardino County California,1996,2,Private,Information,302.0,6114.33,672.0
San Bernardino County California,1996,2,Private,Financial activities,2221.0,18114.33,536.0
San Bernardino County California,1996,2,Private,Professional and business services,3041.0,38674.33,461.0
San Bernardino County California,1996,2,Private,Education and health services,2669.0,49963.33,545.0
San Bernardino County California,1996,2,Private,Leisure and hospitality,2528.0,40659.67,186.0
San Bernardino County California,1996,2,Private,Other services,5419.0,15825.0,310.0
